,CP-SW,CP-CVW,CP-S,Res-Gauss,emp coverage,tolerance,n_effective
0,tensor(0.6546),tensor(0.4223),tensor(0.6698),0.5607334992428537,tensor(0.5816),0.1,317.8286853453936
