CP-SW,CP-CVW,CP-S,Res-Gauss,emp coverage,tolerance,n_effective
0.5193219780921936,0.46641626954078674,0.8934868574142456,0.6252522459500203,0.5817829370498657,0.05,109.26384909884568
0.45673879981040955,0.4703754186630249,0.9087207317352295,0.6239550582319512,0.617054283618927,0.05,109.05864719706422
0.542779803276062,0.45149096846580505,0.9134343862533569,0.625738654560678,0.5806201696395874,0.05,112.447494737786
0.5508791208267212,0.47146886587142944,0.8660906553268433,0.6234167377659248,0.5751938223838806,0.05,109.32054902438844
0.5276010036468506,0.4550091326236725,0.9064799547195435,0.6260408567617379,0.5918604731559753,0.05,115.5636422306731
0.4854103624820709,0.47363466024398804,0.9107232689857483,0.6246463599821446,0.5949612259864807,0.05,109.19739468093367
0.5870311856269836,0.4576619565486908,0.8845271468162537,0.625185734254033,0.5554263591766357,0.05,107.38931603888928
0.6406037211418152,0.42823874950408936,0.8939694166183472,0.6269607575831222,0.5496124029159546,0.05,113.10290984444741
0.5915833711624146,0.4331994354724884,0.9068505167961121,0.6258160173473524,0.5635659098625183,0.05,95.63034393416163
0.5526036024093628,0.4545961916446686,0.9074384570121765,0.6253783295644579,0.5662790536880493,0.05,102.08589069912564
0.538932740688324,0.45167112350463867,0.8901995420455933,0.6244505914999302,0.5763565897941589,0.05,101.82720618602676
0.5885826349258423,0.45350125432014465,0.9153937101364136,0.6252234869694647,0.5693798661231995,0.05,91.99672142400894
0.47403961420059204,0.4737912714481354,0.8741123080253601,0.6240140288406145,0.6124030947685242,0.05,110.1268385118417
0.51130211353302,0.4612896144390106,0.8989454507827759,0.6246760880939338,0.6000000238418579,0.05,109.59214834749164
0.6159531474113464,0.43414610624313354,0.8807050585746765,0.6263619487207784,0.5604650974273682,0.05,107.8485603341985
0.6251222491264343,0.4403572082519531,0.9114530086517334,0.6266582568519083,0.5565891265869141,0.05,99.19085932270386
0.534386932849884,0.4657282531261444,0.8981416821479797,0.6238678731184462,0.5798449516296387,0.05,106.78995648307698
0.5317612886428833,0.44962015748023987,0.9183468818664551,0.6262931817401348,0.5864341259002686,0.05,104.4942032505841
0.5848516821861267,0.4486607313156128,0.8876010775566101,0.6253802886261608,0.5736433863639832,0.05,101.13391309029275
0.5442125797271729,0.4516083598136902,0.9066674113273621,0.6254670951766512,0.5903100967407227,0.05,103.33162611910707
0.5814927816390991,0.4316707253456116,0.9177982211112976,0.6259500230932399,0.5806201696395874,0.05,96.61005785102189
0.5277772545814514,0.44681212306022644,0.8960228562355042,0.6251940186820604,0.5872092843055725,0.05,116.32655496071507
0.5288486480712891,0.4515543580055237,0.8682308793067932,0.6250173066715943,0.5906976461410522,0.05,101.20503415107304
0.5653171539306641,0.4378831386566162,0.92427659034729,0.6255762634593671,0.5841085314750671,0.05,113.93341883373319
0.5342991352081299,0.45909371972084045,0.9069534540176392,0.6245004631100186,0.5903100967407227,0.05,107.22454980334844
0.6030442714691162,0.4238584041595459,0.9103173017501831,0.6263498217075941,0.5523256063461304,0.05,95.77420640678233
0.5483895540237427,0.4475926160812378,0.9158878922462463,0.6247701852158015,0.5856589078903198,0.05,120.64501666008432
0.5365769863128662,0.455704927444458,0.8719999194145203,0.6254705735672673,0.578294575214386,0.05,120.16496811130305
0.4892382323741913,0.47331276535987854,0.902660071849823,0.6243621204916023,0.6085271239280701,0.05,107.57555741875171
0.6254268884658813,0.43795743584632874,0.9148129224777222,0.6255069768400396,0.5410852432250977,0.05,104.65347563953044
0.5688999891281128,0.45345616340637207,0.9117193222045898,0.6243688499793342,0.5662790536880493,0.05,98.29550524160497
0.6313305497169495,0.4371785819530487,0.8811718225479126,0.6252547598668232,0.541472852230072,0.05,112.8684935253216
0.6194580793380737,0.43951180577278137,0.8894363045692444,0.6252130869063417,0.5503876209259033,0.05,105.98547725699883
0.5501781702041626,0.4658314883708954,0.9084052443504333,0.6233305899680214,0.580232560634613,0.05,107.20303341777424
0.5111253261566162,0.4678676724433899,0.9051655530929565,0.62401518990357,0.5926356315612793,0.05,120.17151345937269
0.53055340051651,0.45998767018318176,0.8832811713218689,0.6256396755607814,0.5903100967407227,0.05,107.47923518992455
0.5142589807510376,0.4639921486377716,0.9030780792236328,0.6251554877856969,0.5891472697257996,0.05,96.39967964359943
0.6045323610305786,0.4325815737247467,0.9008294939994812,0.6260022989567297,0.554651141166687,0.05,106.80869270205456
0.5508130788803101,0.4644976556301117,0.9074903726577759,0.6248980905125469,0.5779069662094116,0.05,99.43786107958472
0.5549723505973816,0.46982237696647644,0.8991533517837524,0.6236601655615533,0.5759689807891846,0.05,105.73474754094302
0.6007910370826721,0.44064968824386597,0.8898891806602478,0.6255997813699498,0.5593023300170898,0.05,117.63485369506611
0.5506058931350708,0.4597644507884979,0.8751430511474609,0.6246722452784367,0.5779069662094116,0.05,93.01970340526734
0.6545602083206177,0.4202653765678406,0.8876199722290039,0.6264792532911927,0.5372093319892883,0.05,107.4342553378226
0.5388835668563843,0.4660334289073944,0.9135782718658447,0.6241170076455248,0.5790697932243347,0.05,112.31995355568549
0.5478488802909851,0.4485611319541931,0.9035254716873169,0.6254157116244865,0.5740309953689575,0.05,105.10632540565031
0.6301062107086182,0.42880484461784363,0.8899738788604736,0.625673164238759,0.5565891265869141,0.05,117.42238877041149
0.5944614410400391,0.44182127714157104,0.9008362293243408,0.6270854830130618,0.5720930099487305,0.05,93.765745512149
0.6029708981513977,0.4330016076564789,0.9004373550415039,0.6262594092501782,0.5573643445968628,0.05,110.08989429525322
0.6022340059280396,0.42983049154281616,0.8682337999343872,0.6262573576540232,0.5453488230705261,0.05,110.30944774790758
0.5661826729774475,0.4425505995750427,0.8922247886657715,0.6248341300002684,0.5720930099487305,0.05,116.30916466942196
0.5299398899078369,0.44570213556289673,0.8884707689285278,0.6259350541027421,0.5860465168952942,0.05,110.49853956072141
0.6019814610481262,0.4559275507926941,0.9145638346672058,0.6247147357504341,0.5515503883361816,0.05,107.96311640244278
0.5072692036628723,0.4650786519050598,0.8870569467544556,0.6237576716214192,0.6089147329330444,0.05,96.28356278907513
0.5267631411552429,0.4740557074546814,0.8920236229896545,0.6244305974104343,0.5930232405662537,0.05,100.45779917214257
0.6464395523071289,0.431612104177475,0.9078344702720642,0.6258423849898551,0.55271315574646,0.05,108.44492215350088
0.5614075660705566,0.4429877698421478,0.9195271730422974,0.6248475648388194,0.5736433863639832,0.05,103.76199209789321
0.5953679084777832,0.4411129951477051,0.9029406905174255,0.625678364099845,0.5755813717842102,0.05,114.67044303217824
0.6090880036354065,0.4318465292453766,0.9175186157226562,0.6262658503817337,0.554651141166687,0.05,115.40390140712191
0.5352462530136108,0.45773476362228394,0.9248889088630676,0.6245730323461818,0.5976744294166565,0.05,110.8385075052954
0.6032741069793701,0.45463886857032776,0.8797169327735901,0.6256460403881636,0.5596899390220642,0.05,103.06555927047798
0.5943031907081604,0.4502735733985901,0.9076082706451416,0.6259318571428546,0.5538759827613831,0.05,112.82407620089678
0.6026050448417664,0.4511457681655884,0.8920372128486633,0.6249192817647927,0.5666666626930237,0.05,98.7916572499066
0.5782526135444641,0.45972904562950134,0.8915826082229614,0.6246111853360262,0.5647286772727966,0.05,101.93309182227233
