CP-S,CP-CV,Res-Gauss,emp coverage,tolerance
0.6410229802131653,0.46109718084335327,0.46244426954641876,0.6662172675132751,0.2
0.6482001543045044,0.4637317955493927,0.5111008781739679,0.6658320426940918,0.2
0.6417979001998901,0.46097198128700256,0.46316502386766023,0.6685284972190857,0.2
0.6626326441764832,0.46484366059303284,0.5163504950015944,0.6644838452339172,0.2
0.6356320381164551,0.46412914991378784,0.4783775364097731,0.668721079826355,0.2
0.648659884929657,0.46063917875289917,0.47564118659219884,0.6675654649734497,0.2
0.6408383846282959,0.4638655483722687,0.4787715444636572,0.6667950749397278,0.2
0.6612164974212646,0.46285873651504517,0.4818088487746489,0.6664098501205444,0.2
0.6495875120162964,0.4642643332481384,0.48863398574585787,0.6667950749397278,0.2
0.6341478228569031,0.4647372364997864,0.4909948655444505,0.6708397269248962,0.2
0.6535336971282959,0.4645679295063019,0.4726216343593431,0.6660246253013611,0.2
0.6290228366851807,0.4622940421104431,0.46367035581548555,0.6702619194984436,0.2
0.6668916344642639,0.4646342098712921,0.5256928465147599,0.6650616526603699,0.2
0.6111000180244446,0.46247023344039917,0.452532856190193,0.6737288236618042,0.2
0.6507884860038757,0.4638878405094147,0.48687178752920185,0.6673728823661804,0.2
0.64689701795578,0.4652234613895416,0.4700024356373114,0.6667950749397278,0.2
0.6531919240951538,0.46552932262420654,0.5019930020234817,0.6666024923324585,0.2
0.6491460204124451,0.4633868932723999,0.481287957538977,0.6675654649734497,0.2
0.6538249850273132,0.4648338854312897,0.4805981869317287,0.6675654649734497,0.2
0.6337190866470337,0.4635256230831146,0.4632408217562596,0.6685284972190857,0.2
0.6385130286216736,0.4640250504016876,0.47243280365181534,0.6704545617103577,0.2
0.662377119064331,0.465082049369812,0.5050104515612758,0.6666024923324585,0.2
0.6305666565895081,0.46222200989723206,0.4591442642481036,0.6727657914161682,0.2
0.6507511734962463,0.4652269780635834,0.48458743877462757,0.6692989468574524,0.2
0.6446979641914368,0.4641694128513336,0.47069185240088657,0.6664098501205444,0.2
0.6624923348426819,0.4628456234931946,0.49432336354633816,0.6627503633499146,0.2
