CP-SW,CP-CVW,CP-S,Res-Gauss,emp coverage,tolerance,n_effective
0.8680528402328491,0.5820316076278687,0.8887671232223511,0.9022085936714299,0.9040362238883972,0.15,19.303909035972758
0.8915135860443115,0.6187465786933899,0.8466209769248962,0.8302275910499747,0.9205107092857361,0.15,26.967244121399226
0.8481215834617615,0.5742989182472229,0.8472446799278259,0.8817692517883268,0.9180395603179932,0.15,47.12444618795934
0.9053198099136353,0.5992122888565063,0.9164047837257385,0.9371276116201395,0.9308072328567505,0.15,28.001423272625754
0.84904545545578,0.5899971127510071,0.9077579975128174,0.9291548555207834,0.9373970627784729,0.15,96.502688810368
0.8911746144294739,0.5840529799461365,0.8494798541069031,0.8533527081156874,0.9295716881752014,0.15,15.232706419796802
0.8569886684417725,0.6144494414329529,0.8541715145111084,0.8592034191602141,0.9192751049995422,0.15,28.07372472154226
0.9060506820678711,0.5700295567512512,0.8824007511138916,0.8954726910726813,0.9036243557929993,0.15,32.48097991494413
0.8504526019096375,0.5894040465354919,0.9025118947029114,0.8829254215361433,0.921334445476532,0.15,62.062679740442626
0.8502497673034668,0.5815274119377136,0.8817957043647766,0.8962294885315029,0.9320428371429443,0.15,36.76874694860724
0.9115222692489624,0.6131559014320374,0.8352034091949463,0.8265767139990722,0.9155683517456055,0.15,27.36034522421872
0.8705325722694397,0.5809636116027832,0.8200601935386658,0.8328384657719494,0.9122734665870667,0.15,18.70881378351452
0.7989414930343628,0.584831714630127,0.9068413376808167,0.9255707036689796,0.9188632369041443,0.15,48.89006984395219
0.8308367133140564,0.5735828280448914,0.8750981092453003,0.8858821873688971,0.9135090708732605,0.15,37.3852960753649
0.8335316181182861,0.5764124393463135,0.8484581708908081,0.840038647598486,0.9139209389686584,0.15,35.87812582149422
0.8969084024429321,0.5878999829292297,0.9170247912406921,0.933262152308096,0.9242174625396729,0.15,27.738850896992787
0.8846539855003357,0.5702196955680847,0.8141664862632751,0.7964220919890957,0.9196869730949402,0.15,45.33412944154218
