CP-S,CP-CV,Res-Gauss,emp coverage,tolerance
0.8383668661117554,0.7189679145812988,0.8683706655700641,0.8242964744567871,0.15
0.8272044062614441,0.7206642627716064,0.869968861299018,0.8352779746055603,0.15
0.8322857022285461,0.703761100769043,0.8618859501136977,0.8181194067001343,0.15
0.8334259390830994,0.7165407538414001,0.866313752561996,0.8229238390922546,0.15
0.8282555341720581,0.7173475027084351,0.8666958864707659,0.8229238390922546,0.15
0.8295965194702148,0.7078863978385925,0.862487466645625,0.8229238390922546,0.15
0.835578978061676,0.7123320698738098,0.8660573034482889,0.822237491607666,0.15
0.8282705545425415,0.7170735001564026,0.8639379225714986,0.8284145593643188,0.15
0.842162013053894,0.7026239633560181,0.8574301789117637,0.7989018559455872,0.15
0.8405800461769104,0.7223641276359558,0.8704084958688345,0.826355516910553,0.15
0.8359876275062561,0.7066487669944763,0.863754739118465,0.8208647966384888,0.15
0.8362954258918762,0.7175509333610535,0.8656767118523792,0.8160604238510132,0.15
0.8384031057357788,0.712181806564331,0.8640773671259806,0.8146877288818359,0.15
0.8301876187324524,0.7147599458694458,0.8623185026496044,0.8215511441230774,0.15
0.8344167470932007,0.7060962319374084,0.8620781048806215,0.8140013813972473,0.15
0.8388173580169678,0.7121725082397461,0.8633883016601752,0.8215511441230774,0.15
0.8378608822822571,0.7087670564651489,0.8642143950131479,0.8098832964897156,0.15
0.8413699865341187,0.7111586928367615,0.8673263018212243,0.8208647966384888,0.15
0.8347801566123962,0.7193594574928284,0.8657790711558246,0.8311598896980286,0.15
0.8307594656944275,0.7191631197929382,0.8644946590855705,0.8277282118797302,0.15
0.8423215746879578,0.7102206349372864,0.8651439413268323,0.822237491607666,0.15
0.8291715383529663,0.7100564241409302,0.8622081031905829,0.8242964744567871,0.15
0.8331434726715088,0.7071613073348999,0.8652741902085477,0.8208647966384888,0.15
0.8274964690208435,0.7076191306114197,0.86465589242019,0.826355516910553,0.15
0.8322130441665649,0.7169482707977295,0.8689046193758009,0.8318462371826172,0.15
0.8411053419113159,0.7137110233306885,0.8679634959661819,0.8201784491539001,0.15
0.8320758938789368,0.7157435417175293,0.8658311470327594,0.8201784491539001,0.15
0.8357284069061279,0.7154405117034912,0.8668539205354422,0.8215511441230774,0.15
0.8350098729133606,0.7167941927909851,0.8664315242747516,0.8236101865768433,0.15
0.8396072387695312,0.7197412848472595,0.8695185850648168,0.8284145593643188,0.15
0.8311976194381714,0.7053465843200684,0.8607883321124025,0.822237491607666,0.15
0.8383668661117554,0.7138596177101135,0.8653241593613579,0.8188057541847229,0.15
0.8276678919792175,0.7085886001586914,0.8639542967941953,0.8229238390922546,0.15
0.8338620662689209,0.7168546915054321,0.8672055821672274,0.8256691694259644,0.15
0.8356529474258423,0.7123998403549194,0.8655376191136301,0.8188057541847229,0.15
0.8378168940544128,0.7082984447479248,0.8634115896662669,0.8174330592155457,0.15
0.8336728811264038,0.7194000482559204,0.8670045859910741,0.8194921016693115,0.15
0.8348933458328247,0.7186025381088257,0.8684364934526472,0.8256691694259644,0.15
0.8388927578926086,0.710870623588562,0.8633539996957054,0.8153740763664246,0.15
0.8314341306686401,0.7140111923217773,0.8681919597321492,0.8284145593643188,0.15
0.8377078771591187,0.716160774230957,0.8642710224601332,0.8181194067001343,0.15
0.827139139175415,0.7120983600616455,0.8653350817232703,0.8215511441230774,0.15
0.8390305638313293,0.7095077037811279,0.865599395266816,0.8208647966384888,0.15
0.835004985332489,0.7191497087478638,0.8679871115281668,0.8174330592155457,0.15
0.8251721262931824,0.7027227282524109,0.858049187870092,0.8140013813972473,0.15
0.8426363468170166,0.70943284034729,0.8614121451209985,0.8112559914588928,0.15
0.8328602910041809,0.7076704502105713,0.8632583184438196,0.8236101865768433,0.15
0.8326560258865356,0.7173458933830261,0.8655678553043599,0.8188057541847229,0.15
0.8319936990737915,0.7195475101470947,0.8682189410515463,0.8291009068489075,0.15
0.8334603309631348,0.7111105918884277,0.866007686254853,0.8236101865768433,0.15
0.8346896767616272,0.7086142301559448,0.861373124904784,0.8201784491539001,0.15
0.8287683725357056,0.7138290405273438,0.8641747855050074,0.8229238390922546,0.15
0.8403875231742859,0.7072910666465759,0.8654151681206015,0.8194921016693115,0.15
0.8436415791511536,0.7065516710281372,0.86671424030459,0.8229238390922546,0.15
0.8304487466812134,0.7076197266578674,0.859704977519501,0.8071379661560059,0.15
0.8336816430091858,0.7100849151611328,0.8666430932430451,0.8249828219413757,0.15
0.8358332514762878,0.7126028537750244,0.8653553150983679,0.8160604238510132,0.15
0.8299201726913452,0.7114638090133667,0.8615908318815944,0.8249828219413757,0.15
0.8275834321975708,0.7175249457359314,0.866873832893326,0.8332189321517944,0.15
0.8375967741012573,0.7101221084594727,0.8636222065641757,0.8105696439743042,0.15
0.833480179309845,0.7140917181968689,0.8667679499367584,0.8249828219413757,0.15
0.8421831130981445,0.7221933603286743,0.8688194274075071,0.8256691694259644,0.15
0.8268518447875977,0.7169858813285828,0.8663925717658304,0.8318462371826172,0.15
0.8256499171257019,0.7136298418045044,0.8649335695846964,0.8304736018180847,0.15
0.8309342265129089,0.7098382711410522,0.8641301229145317,0.8242964744567871,0.15
